min_tf,max_tf,min_df,max_df,multi_category_words,adjusted Rand Index
1302,40,200,1,0.95,True,0.26279186156720885
1303,50,200,1,0.95,True,0.25993690850032786
1304,1,200,2,0.95,True,0.15263149355162434
1305,5,200,2,0.95,True,0.22175777964623225
1306,10,200,2,0.95,True,0.2359905888006378
1307,15,200,2,0.95,True,0.2755706211295296
1308,20,200,2,0.95,True,0.22318426041667622
1309,30,200,2,0.95,True,0.22181854902970394
1310,40,200,2,0.95,True,0.2257720457639916
1311,50,200,2,0.95,True,0.2724082040531233
1312,1,200,5,0.95,True,0.19150670722054147
1313,5,200,5,0.95,True,0.22683308920042022
1314,10,200,5,0.95,True,0.23386869844141828
1315,15,200,5,0.95,True,0.2019122713131926
1316,20,200,5,0.95,True,0.2694651012614744
1317,30,200,5,0.95,True,0.2905754663460798
1318,40,200,5,0.95,True,0.26307146913209484
1319,50,200,5,0.95,True,0.1197658593508961
1320,1,200,10,0.95,True,0.26096698167395105
1321,5,200,10,0.95,True,0.21665189739432758
1322,10,200,10,0.95,True,0.2758670164036613
1323,15,200,10,0.95,True,0.2712234541614286
1324,20,200,10,0.95,True,0.29021762707693977
1325,30,200,10,0.95,True,0.3167118083149349
1326,40,200,10,0.95,True,0.2834375309217537
1327,50,200,10,0.95,True,0.19827847018678207
1328,1,200,20,0.95,True,0.19383571315489737
1329,5,200,20,0.95,True,0.30418203379711395
1330,10,200,20,0.95,True,0.30665381422879157
1331,15,200,20,0.95,True,0.27349735691749916
1332,20,200,20,0.95,True,0.27127677710978404
1333,30,200,20,0.95,True,0.22521494436539669
1334,40,200,20,0.95,True,0.2075634847986875
1335,50,200,20,0.95,True,0.2228624436501884
1336,1,200,50,0.95,True,0.16398676078919808
1337,5,200,50,0.95,True,0.21296368775058905
1338,10,200,50,0.95,True,0.12270918048578752
1339,15,200,50,0.95,True,0.10101292592603493
1340,20,200,50,0.95,True,0.19733823385836344
1341,30,200,50,0.95,True,0.09610911753916272
1342,40,200,50,0.95,True,0.15817395414944796
1343,50,200,50,0.95,True,0.14418565543164238
1344,1,400,1,0.95,False,0.24005503893912417
1345,5,400,1,0.95,False,0.2290038486995423
1346,10,400,1,0.95,False,0.26745674100638306
1347,15,400,1,0.95,False,0.3161688470028986
1348,20,400,1,0.95,False,0.35373763036963607
1349,30,400,1,0.95,False,0.25121710949488585
1350,40,400,1,0.95,False,0.3044283718737568
1351,50,400,1,0.95,False,0.3032724076661869
1352,1,400,2,0.95,False,0.2218920282733421
1353,5,400,2,0.95,False,0.3001747942606836
1354,10,400,2,0.95,False,0.28234177388235127
1355,15,400,2,0.95,False,0.2855371227867499
1356,20,400,2,0.95,False,0.3369415545824007
1357,30,400,2,0.95,False,0.38203856686223614
1358,40,400,2,0.95,False,0.3144662258942452
1359,50,400,2,0.95,False,0.35224239188093104
1360,1,400,5,0.95,False,0.2636121426172816
1361,5,400,5,0.95,False,0.3666067507715651
1362,10,400,5,0.95,False,0.29063937592329314
1363,15,400,5,0.95,False,0.3549901476844903
1364,20,400,5,0.95,False,0.3910011196569139
1365,30,400,5,0.95,False,0.2804940379074574
1366,40,400,5,0.95,False,0.27688513162264533
1367,50,400,5,0.95,False,0.2969518553119446
1368,1,400,10,0.95,False,0.29598462892720967
1369,5,400,10,0.95,False,0.3075526400150079
1370,10,400,10,0.95,False,0.32618261813159266
1371,15,400,10,0.95,False,0.2954892060853058
1372,20,400,10,0.95,False,0.34989414570188654
1373,30,400,10,0.95,False,0.3692524928010723
1374,40,400,10,0.95,False,0.31645999417442155
1375,50,400,10,0.95,False,0.2845547223905033
1376,1,400,20,0.95,False,0.28429946014250057
1377,5,400,20,0.95,False,0.3651151482355983
1378,10,400,20,0.95,False,0.30852516969272015
1379,15,400,20,0.95,False,0.23680882150319474
1380,20,400,20,0.95,False,0.270932286069231
1381,30,400,20,0.95,False,0.2587194731129976
1382,40,400,20,0.95,False,0.20643142839393672
1383,50,400,20,0.95,False,0.3060687298076453
1384,1,400,50,0.95,False,0.26188998507719796
1385,5,400,50,0.95,False,0.20708290941259813
1386,10,400,50,0.95,False,0.301819592211294
1387,15,400,50,0.95,False,0.314818209597695
1388,20,400,50,0.95,False,0.24825744752468384
1389,30,400,50,0.95,False,0.22936137041633703
1390,40,400,50,0.95,False,0.25681245481783477
1391,50,400,50,0.95,False,0.2907654890195155
1392,1,400,1,0.95,True,0.23623363329859123
1393,5,400,1,0.95,True,0.2725793716030093
1394,10,400,1,0.95,True,0.26028589334808044
1395,15,400,1,0.95,True,0.34789592853150475
1396,20,400,1,0.95,True,0.36625006066231774
1397,30,400,1,0.95,True,0.30834283384209843
1398,40,400,1,0.95,True,0.3149454442671197
1399,50,400,1,0.95,True,0.2968701090120236
1400,1,400,2,0.95,True,0.2259352613105128
1401,5,400,2,0.95,True,0.33555381962740194
1402,10,400,2,0.95,True,0.25704598909942344
1403,15,400,2,0.95,True,0.3288105918939724
1404,20,400,2,0.95,True,0.26806403035819537
1405,30,400,2,0.95,True,0.2927970812006666
1406,40,400,2,0.95,True,0.34727569024448574
1407,50,400,2,0.95,True,0.2642870902389214
1408,1,400,5,0.95,True,0.32555377334406876
1409,5,400,5,0.95,True,0.2828776799877412
1410,10,400,5,0.95,True,0.3165314271782766
1411,15,400,5,0.95,True,0.31490411819596603
1412,20,400,5,0.95,True,0.31231035884574915
1413,30,400,5,0.95,True,0.3902489413990806
1414,40,400,5,0.95,True,0.34372322341701445
1415,50,400,5,0.95,True,0.25705910766733003
1416,1,400,10,0.95,True,0.3220438152131004
1417,5,400,10,0.95,True,0.3027167741802593
1418,10,400,10,0.95,True,0.32256312847382845
1419,15,400,10,0.95,True,0.30447711547155637
1420,20,400,10,0.95,True,0.31422238778399036
1421,30,400,10,0.95,True,0.31674711568145214
1422,40,400,10,0.95,True,0.35577138909295
1423,50,400,10,0.95,True,0.3164558364117026
1424,1,400,20,0.95,True,0.3231274619482594
1425,5,400,20,0.95,True,0.35919650079506243
1426,10,400,20,0.95,True,0.2714857451530883
1427,15,400,20,0.95,True,0.2761289853794155
1428,20,400,20,0.95,True,0.32727921517880604
1429,30,400,20,0.95,True,0.4217114270086555
1430,40,400,20,0.95,True,0.30824481585086577
1431,50,400,20,0.95,True,0.36455665117031627
1432,1,400,50,0.95,True,0.3058949956204294
1433,5,400,50,0.95,True,0.25056655474487693
1434,10,400,50,0.95,True,0.24825211071458214
1435,15,400,50,0.95,True,0.2929747367280032
1436,20,400,50,0.95,True,0.22680450981502653
1437,30,400,50,0.95,True,0.2689055851864402
1438,40,400,50,0.95,True,0.20305667377019082
1439,50,400,50,0.95,True,0.2969544989654408
1440,1,100,1,1.0,False,0.07275224593490029
1441,5,100,1,1.0,False,0.15751304906098199
1442,10,100,1,1.0,False,0.12070685325382935
1443,15,100,1,1.0,False,0.10000287469307578
1444,20,100,1,1.0,False,0.17164938168380475
1445,30,100,1,1.0,False,0.11146433449646875
1446,40,100,1,1.0,False,0.14713466956052407
1447,50,100,1,1.0,False,0.12315513611780411
1448,1,100,2,1.0,False,0.048063457498021864
1449,5,100,2,1.0,False,0.141239154917449
1450,10,100,2,1.0,False,0.07821378481618865
1451,15,100,2,1.0,False,0.08292749735447315
1452,20,100,2,1.0,False,0.0809951666716748
1453,30,100,2,1.0,False,0.16130990477681578
1454,40,100,2,1.0,False,0.13519400214009017
1455,50,100,2,1.0,False,0.08751150985463145
1456,1,100,5,1.0,False,0.1338241959670876
1457,5,100,5,1.0,False,0.11904547531152251
1458,10,100,5,1.0,False,0.12654509088714005
1459,15,100,5,1.0,False,0.14816999366478142
1460,20,100,5,1.0,False,0.12216183158117457
1461,30,100,5,1.0,False,0.11074644369270488
1462,40,100,5,1.0,False,0.13332241665488162
1463,50,100,5,1.0,False,0.14091901449820965
1464,1,100,10,1.0,False,0.1747612156020938
1465,5,100,10,1.0,False,0.13508259635715592
1466,10,100,10,1.0,False,0.0933950303267981
1467,15,100,10,1.0,False,0.11256697995702099
1468,20,100,10,1.0,False,0.10679625304017511
1469,30,100,10,1.0,False,0.08530166964954881
1470,40,100,10,1.0,False,0.12482068500705111
1471,50,100,10,1.0,False,0.08933283579761257
1472,1,100,20,1.0,False,0.11826278041085349
1473,5,100,20,1.0,False,0.1439809185118262
1474,10,100,20,1.0,False,0.0946222485395628
1475,15,100,20,1.0,False,0.12240341684401776
1476,20,100,20,1.0,False,0.09122945876173803
1477,30,100,20,1.0,False,0.06560948758696408
1478,40,100,20,1.0,False,0.0906013989932793
1479,50,100,20,1.0,False,0.09613474063561443
1480,1,100,50,1.0,False,0.03303290080216964
1481,5,100,50,1.0,False,0.03782141508602598
1482,10,100,50,1.0,False,0.030667631990779178
1483,15,100,50,1.0,False,0.03127622042450764
1484,20,100,50,1.0,False,0.03642425976412415
1485,30,100,50,1.0,False,0.026585861213973362
1486,40,100,50,1.0,False,0.041018137231993934
1487,50,100,50,1.0,False,0.03806014823157842
1488,1,100,1,1.0,True,0.05267375573312937
1489,5,100,1,1.0,True,0.09682889017149947
1490,10,100,1,1.0,True,0.1669311641766227
1491,15,100,1,1.0,True,0.11988433881782949
1492,20,100,1,1.0,True,0.11329382882422787
1493,30,100,1,1.0,True,0.11549965189331914
1494,40,100,1,1.0,True,0.09343260281220477
1495,50,100,1,1.0,True,0.10325869088076386
1496,1,100,2,1.0,True,0.12289417490880121
1497,5,100,2,1.0,True,0.10659053392163258
1498,10,100,2,1.0,True,0.12467790088008454
1499,15,100,2,1.0,True,0.16960355221651227
1500,20,100,2,1.0,True,0.10651237869086763
1501,30,100,2,1.0,True,0.12145797652931047
1502,40,100,2,1.0,True,0.11093139996643114
1503,50,100,2,1.0,True,0.10911160634787624
1504,1,100,5,1.0,True,0.09212923517435115
1505,5,100,5,1.0,True,0.10411642687172573
1506,10,100,5,1.0,True,0.10380095112303103
1507,15,100,5,1.0,True,0.10292181745400224
1508,20,100,5,1.0,True,0.1240108517520357
1509,30,100,5,1.0,True,0.10132663333257995
1510,40,100,5,1.0,True,0.07368259143267517
1511,50,100,5,1.0,True,0.10972016099651541
1512,1,100,10,1.0,True,0.12542345338482652
1513,5,100,10,1.0,True,0.13409147041047179
1514,10,100,10,1.0,True,0.1237130271806664
1515,15,100,10,1.0,True,0.11508330373413432
1516,20,100,10,1.0,True,0.16470876559559014
1517,30,100,10,1.0,True,0.1302366863763033
1518,40,100,10,1.0,True,0.08867451911853495
1519,50,100,10,1.0,True,0.13081883842922712
1520,1,100,20,1.0,True,0.1263274880268267
1521,5,100,20,1.0,True,0.14834824760324344
1522,10,100,20,1.0,True,0.14388353441426147
1523,15,100,20,1.0,True,0.10979721864482968
1524,20,100,20,1.0,True,0.09049996399477425
1525,30,100,20,1.0,True,0.09525316188014812
1526,40,100,20,1.0,True,0.09063627571013858
1527,50,100,20,1.0,True,0.06744343263641545
1528,1,100,50,1.0,True,0.03097364446521497
1529,5,100,50,1.0,True,0.026180174193063406
1530,10,100,50,1.0,True,0.03427145042576278
1531,15,100,50,1.0,True,0.032541462821378236
1532,20,100,50,1.0,True,0.03861487466303734
1533,30,100,50,1.0,True,0.028311407760291656
1534,40,100,50,1.0,True,0.026830383428092606
1535,50,100,50,1.0,True,0.0259814826059824
1536,1,200,1,1.0,False,0.11895573570961707
1537,5,200,1,1.0,False,0.15713714302661747
1538,10,200,1,1.0,False,0.1987816225976832
1539,15,200,1,1.0,False,0.23659222674847352
1540,20,200,1,1.0,False,0.23232084126979194
1541,30,200,1,1.0,False,0.2615508356747907
1542,40,200,1,1.0,False,0.250531743376444
1543,50,200,1,1.0,False,0.26642047885852593
1544,1,200,2,1.0,False,0.16694413719009618
1545,5,200,2,1.0,False,0.2037601406400528
1546,10,200,2,1.0,False,0.21058478247651774
1547,15,200,2,1.0,False,0.25474078068948464
1548,20,200,2,1.0,False,0.1767462163282355
1549,30,200,2,1.0,False,0.16704413784720462
1550,40,200,2,1.0,False,0.25699021954330525
1551,50,200,2,1.0,False,0.23666777749995863
1552,1,200,5,1.0,False,0.24919274243575837
1553,5,200,5,1.0,False,0.2717090003956068
1554,10,200,5,1.0,False,0.30753664426870825
1555,15,200,5,1.0,False,0.21897041934397812
1556,20,200,5,1.0,False,0.32903018135675327
1557,30,200,5,1.0,False,0.21041657920692375
1558,40,200,5,1.0,False,0.269440783530804
1559,50,200,5,1.0,False,0.16325781574652184
1560,1,200,10,1.0,False,0.2541839431457472
1561,5,200,10,1.0,False,0.18344943712803047
1562,10,200,10,1.0,False,0.287802978305771
1563,15,200,10,1.0,False,0.2334819881192861
1564,20,200,10,1.0,False,0.24247339551815947
1565,30,200,10,1.0,False,0.33814555599769336
1566,40,200,10,1.0,False,0.2698420341524782
1567,50,200,10,1.0,False,0.18616810754552643
1568,1,200,20,1.0,False,0.2636173869167522
1569,5,200,20,1.0,False,0.2762986104842191
1570,10,200,20,1.0,False,0.3183583016223686
1571,15,200,20,1.0,False,0.24136699396995318
1572,20,200,20,1.0,False,0.2532455800701335
1573,30,200,20,1.0,False,0.25089450516763945
1574,40,200,20,1.0,False,0.2021027227660893
1575,50,200,20,1.0,False,0.2124486455010757
1576,1,200,50,1.0,False,0.19408916271091348
1577,5,200,50,1.0,False,0.1456074295699158
1578,10,200,50,1.0,False,0.16419835531301558
1579,15,200,50,1.0,False,0.14103405931249344
1580,20,200,50,1.0,False,0.1481177410704166
1581,30,200,50,1.0,False,0.12747916291973904
1582,40,200,50,1.0,False,0.23739351337374248
1583,50,200,50,1.0,False,0.1631994828002316
1584,1,200,1,1.0,True,0.12533218925107067
1585,5,200,1,1.0,True,0.2518762893193209
1586,10,200,1,1.0,True,0.2713444164444848
1587,15,200,1,1.0,True,0.19568478942999024
1588,20,200,1,1.0,True,0.2657902039495447
1589,30,200,1,1.0,True,0.20620833204652408
1590,40,200,1,1.0,True,0.2233936640628151
1591,50,200,1,1.0,True,0.31898828129744855
1592,1,200,2,1.0,True,0.16572513548742898
1593,5,200,2,1.0,True,0.19322933770462025
1594,10,200,2,1.0,True,0.2393910852714407
1595,15,200,2,1.0,True,0.26724147348930377
1596,20,200,2,1.0,True,0.24437638582612506
1597,30,200,2,1.0,True,0.2480785881967177
1598,40,200,2,1.0,True,0.1567475109883496
1599,50,200,2,1.0,True,0.2538922626029647
1600,1,200,5,1.0,True,0.2095859722472612
1601,5,200,5,1.0,True,0.1970184749617135
1602,10,200,5,1.0,True,0.25582647969168804
1603,15,200,5,1.0,True,0.20952125569908903
1604,20,200,5,1.0,True,0.3194515677134973
1605,30,200,5,1.0,True,0.22468129774647122
1606,40,200,5,1.0,True,0.227956760469907
1607,50,200,5,1.0,True,0.21273104713455926
1608,1,200,10,1.0,True,0.2560607121203556
1609,5,200,10,1.0,True,0.2633670239020325
1610,10,200,10,1.0,True,0.265020209760413
1611,15,200,10,1.0,True,0.34326107652498317
1612,20,200,10,1.0,True,0.2526491670031832
1613,30,200,10,1.0,True,0.22526816058768942
1614,40,200,10,1.0,True,0.18443906301505075
1615,50,200,10,1.0,True,0.2565349980212369
1616,1,200,20,1.0,True,0.24246855385409463
1617,5,200,20,1.0,True,0.1787171552799796
1618,10,200,20,1.0,True,0.2422090550732961
1619,15,200,20,1.0,True,0.2295645345754552
1620,20,200,20,1.0,True,0.21189473402897577
1621,30,200,20,1.0,True,0.23923133647139638
1622,40,200,20,1.0,True,0.2714552681158784
1623,50,200,20,1.0,True,0.2705785940093749
1624,1,200,50,1.0,True,0.2175644990359542
1625,5,200,50,1.0,True,0.13757806049303703
1626,10,200,50,1.0,True,0.16546593354250577
1627,15,200,50,1.0,True,0.22380803793352885
1628,20,200,50,1.0,True,0.20000844399190826
1629,30,200,50,1.0,True,0.13952287313005865
1630,40,200,50,1.0,True,0.22951953174902945
1631,50,200,50,1.0,True,0.18741685596325328
1632,1,400,1,1.0,False,0.20946999716948325
1633,5,400,1,1.0,False,0.2720223842628496
1634,10,400,1,1.0,False,0.21365553833591466
1635,15,400,1,1.0,False,0.30520268664092215
1636,20,400,1,1.0,False,0.2156286814973386
1637,30,400,1,1.0,False,0.3547519645672511
1638,40,400,1,1.0,False,0.3110538771965345
1639,50,400,1,1.0,False,0.2742151880715602
1640,1,400,2,1.0,False,0.24198917599188258
1641,5,400,2,1.0,False,0.2617423617183854
1642,10,400,2,1.0,False,0.25032062332022836
1643,15,400,2,1.0,False,0.28094428039696223
1644,20,400,2,1.0,False,0.31934997299875134
1645,30,400,2,1.0,False,0.26160720302863383
1646,40,400,2,1.0,False,0.2699772028899685
1647,50,400,2,1.0,False,0.2667784364774012
1648,1,400,5,1.0,False,0.3548575556204531
1649,5,400,5,1.0,False,0.3312452084971498
1650,10,400,5,1.0,False,0.33587070698170113
1651,15,400,5,1.0,False,0.28304829705639056
1652,20,400,5,1.0,False,0.3134065441656258
1653,30,400,5,1.0,False,0.34105197043334845
1654,40,400,5,1.0,False,0.2940727606071433
1655,50,400,5,1.0,False,0.2129965055801812
1656,1,400,10,1.0,False,0.3042493673896115
1657,5,400,10,1.0,False,0.2926944537015189
1658,10,400,10,1.0,False,0.2935457889250162
1659,15,400,10,1.0,False,0.3646049392802737
1660,20,400,10,1.0,False,0.2485303803708314
1661,30,400,10,1.0,False,0.30198906029157774
1662,40,400,10,1.0,False,0.2811292567824114
1663,50,400,10,1.0,False,0.3071617736310103
1664,1,400,20,1.0,False,0.23755969251899528
1665,5,400,20,1.0,False,0.23745342404330858
1666,10,400,20,1.0,False,0.25736039437703745
1667,15,400,20,1.0,False,0.3338244278138948
1668,20,400,20,1.0,False,0.28201950853296237
1669,30,400,20,1.0,False,0.28335349321533754
1670,40,400,20,1.0,False,0.28178120167314774
1671,50,400,20,1.0,False,0.2934830541873012
1672,1,400,50,1.0,False,0.2844450609174787
1673,5,400,50,1.0,False,0.23346770131478448
1674,10,400,50,1.0,False,0.32066576016474313
1675,15,400,50,1.0,False,0.2909157817709801
1676,20,400,50,1.0,False,0.2960368199102218
1677,30,400,50,1.0,False,0.29456547085164053
1678,40,400,50,1.0,False,0.24492720619906916
1679,50,400,50,1.0,False,0.30792429970358975
1680,1,400,1,1.0,True,0.20915149309799647
1681,5,400,1,1.0,True,0.32856987234077173
1682,10,400,1,1.0,True,0.2706581031857606
1683,15,400,1,1.0,True,0.29086886025477887
1684,20,400,1,1.0,True,0.287833058862989
1685,30,400,1,1.0,True,0.4104827075047841
1686,40,400,1,1.0,True,0.31581331359468456
1687,50,400,1,1.0,True,0.2728642417666478
1688,1,400,2,1.0,True,0.22396637554564625
1689,5,400,2,1.0,True,0.27914498615103844
1690,10,400,2,1.0,True,0.33063292887458756
1691,15,400,2,1.0,True,0.30719283435888467
1692,20,400,2,1.0,True,0.3242667958811059
1693,30,400,2,1.0,True,0.37421140208528547
1694,40,400,2,1.0,True,0.2638222136633049
1695,50,400,2,1.0,True,0.2598355331612127
1696,1,400,5,1.0,True,0.3248483803642799
1697,5,400,5,1.0,True,0.34753977697913624
1698,10,400,5,1.0,True,0.3261452225302082
1699,15,400,5,1.0,True,0.2593979327643562
1700,20,400,5,1.0,True,0.2938903769884136
1701,30,400,5,1.0,True,0.32439084176889543
1702,40,400,5,1.0,True,0.25625720826269205
1703,50,400,5,1.0,True,0.29806041070575967
1704,1,400,10,1.0,True,0.3195627701252888
1705,5,400,10,1.0,True,0.3193529116471381
1706,10,400,10,1.0,True,0.26893943211766846
1707,15,400,10,1.0,True,0.26541192366831295
1708,20,400,10,1.0,True,0.29253796656006226
1709,30,400,10,1.0,True,0.2561329172625409
1710,40,400,10,1.0,True,0.3256512685706616
1711,50,400,10,1.0,True,0.35330804885448247
1712,1,400,20,1.0,True,0.3206678195309996
1713,5,400,20,1.0,True,0.2661704052521541
1714,10,400,20,1.0,True,0.32068792198769164
1715,15,400,20,1.0,True,0.3102771678482046
1716,20,400,20,1.0,True,0.3284816060112544
1717,30,400,20,1.0,True,0.27763829552726427
1718,40,400,20,1.0,True,0.335233228457414
1719,50,400,20,1.0,True,0.3447177001982742
1720,1,400,50,1.0,True,0.2951970187485575
1721,5,400,50,1.0,True,0.2558530965262228
1722,10,400,50,1.0,True,0.26775217696065595
1723,15,400,50,1.0,True,0.23400073381323577
1724,20,400,50,1.0,True,0.27603625076454547
1725,30,400,50,1.0,True,0.26674935224327156
1726,40,400,50,1.0,True,0.24752197359041914
1727,50,400,50,1.0,True,0.27492407377709943
